userid,hd-context-time,quantity,unit,device_name,device_make,device_type,hardware_version,software_version
1234567,skin_temperature#NA#2024-10-01 11:30:00,42,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 11:35:00,33,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 11:40:00,39,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 11:45:00,42,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 11:50:00,31,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 11:55:00,31,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:00:00,31,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:05:00,41,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:10:00,42,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:15:00,37,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:20:00,40,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:25:00,31,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:30:00,32,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:35:00,31,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:40:00,36,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:45:00,40,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:50:00,40,°C,My Watch,HDI,Watch,1,2
1234567,skin_temperature#NA#2024-10-01 12:55:00,35,°C,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:00:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:05:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:10:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:15:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:20:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:25:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:30:00,93,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:35:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:40:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:45:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:50:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 00:55:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:00:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:05:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:10:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:15:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:20:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:25:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:30:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:35:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:40:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:45:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:50:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 01:55:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:00:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:05:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:10:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:15:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:20:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:25:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:30:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:35:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:40:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:45:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:50:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 02:55:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:00:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:05:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:10:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:15:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:20:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:25:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:30:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:35:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:40:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:45:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:50:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 03:55:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:00:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:05:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:10:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:15:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:20:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:25:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:30:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:35:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:40:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:45:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:50:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 04:55:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:00:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:05:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:10:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:15:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:20:00,93,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:25:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:30:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:35:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:40:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:45:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:50:00,95,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 05:55:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:00:00,97,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:05:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:10:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:15:00,93,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:20:00,93,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:25:00,93,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:30:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:35:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:40:00,100,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:45:00,93,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:50:00,93,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 06:55:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:00:00,91,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:05:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:10:00,92,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:15:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:20:00,90,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:25:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:30:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:35:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:40:00,94,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:45:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:50:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 07:55:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 08:00:00,96,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 08:05:00,98,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 08:10:00,99,%,My Watch,HDI,Watch,1,2
1234567,spo2#NA#2024-10-01 08:15:00,93,%,My Watch,HDI,Watch,1,2
